,name,new_price,old_price,discount,rating,votes
266,Video Making Kit Vlogging  Kit For Live Streaming.,"KSh 2,890","KSh 3,600",20%,,
267,"Badili - Samsung Galaxy S9 (Renewed), 5.8"", 64GB+4GB RAM, Black","KSh 21,000","KSh 24,875",16%,4 out of 5,4 out of 5(2)
268,Rectangle Non-stick Bread Cake/Baking Mold Loaf Tin Black,KSh 695,"KSh 1,200",42%,4.2 out of 5,4.2 out of 5(11)
269,"Tecno 301, 4MB+4MB, Dual Sim, Expandable Up To 32GB, Memory Card Slot- Black","KSh 3,600",,,4.3 out of 5,4.3 out of 5(3)
270,Spoya Fresh Foam Series Cleanser Moisture Foam Cleansing Wash-rice,KSh 467,KSh 900,48%,3.4 out of 5,3.4 out of 5(5)
271,Velvex Dishwashing Liquid Orange 500ml,KSh 105,,,4.8 out of 5,4.8 out of 5(20)
272,Dove Original Beauty Cream Bar Soap-1pc,KSh 390,KSh 700,44%,5 out of 5,5 out of 5(4)
273,Fashionable Duvet Cover Set With Matching Curtains,"KSh 3,800 - KSh 3,899","KSh 4,200 - KSh 4,299",10%,5 out of 5,5 out of 5(4)
274,25pcs Agility Disc Cone Set Multi Sport Training Space,"KSh 2,129","KSh 3,939",46%,4.3 out of 5,4.3 out of 5(19)
275,Fashion 6Pcs Soft Cotton Checked Men's Boxers – Size 30-40,KSh 699,,,3.7 out of 5,3.7 out of 5(7)
276,ADJUSTABLE DUMBELL WEIGHT SET,"KSh 7,285 - KSh 10,445","KSh 14,000 - KSh 19,500",48%,4.1 out of 5,4.1 out of 5(15)
277,Bacardi Bacardi Spiced 700ml,"KSh 1,752","KSh 1,912",8%,4.2 out of 5,4.2 out of 5(10)
278,Qwen Magnetic Eyeliner & Eyelashes False Eye Lashes Reusable,KSh 659,"KSh 1,200",45%,4.3 out of 5,4.3 out of 5(31)
279,Tapestry  Mat Mesh Base For Making Handmade Shaggy Mats- COLOR PURPLE,"KSh 825 - KSh 1,925","KSh 925 - KSh 2,255",15%,4.4 out of 5,4.4 out of 5(11)
280,Electric Automatic Water Dispenser Pump - Rechargeable,KSh 575,KSh 990,42%,4.1 out of 5,4.1 out of 5(73)
281,Fashion Women Shoes Ladies Shoes Sneakers Women Shoes,KSh 599,"KSh 1,175",49%,3.8 out of 5,3.8 out of 5(141)
282,"Oraimo Deeper Bass, HD Sound Earphone + Mic",KSh 360,,,4.5 out of 5,4.5 out of 5(544)
283,"Samsung Galaxy A14, 6.6"", 64GB + 4GB, 50MP, Dual SIM, 5000mAh, Silver + Free Gifts","KSh 21,099","KSh 35,999",41%,4 out of 5,4 out of 5(16)
284,Power King 6 Way Extension Cable + Free 5 Way Extension,KSh 590,"KSh 1,000",41%,4.1 out of 5,4.1 out of 5(178)
285,NIVEA Lipbalm Hydro Care - 4.8g,KSh 296,KSh 395,25%,4.6 out of 5,4.6 out of 5(292)
286,Fashion Men Loafers Shoes Casual Pu Leather Shoes Sneaker Shoes Black,KSh 650,"KSh 1,000",35%,3.8 out of 5,3.8 out of 5(195)
287,Wlisth ST003 Men Fashion Sport Quartz Business Watch,"KSh 1,244","KSh 2,007",38%,4.4 out of 5,4.4 out of 5(354)
288,Ace Elec ACEELEC F9 Wireless Fingerprint Touch Bluetooth Headset,KSh 590,KSh 990,40%,4 out of 5,4 out of 5(50)
289,Qwen USB Flash Drive Flash Disks 64GB High Speed,KSh 659,"KSh 1,000",34%,4.3 out of 5,4.3 out of 5(42)
290,Deliya 7 Gifts Hair Blow Dryer 2200W Hair Dryer JM2404,"KSh 1,990","KSh 3,812",48%,3.9 out of 5,3.9 out of 5(35)
291,Fashion 4PCs Most Beautiful Printed Seamless Panties(Hips 38-44inches),KSh 738,"KSh 1,000",26%,4.4 out of 5,4.4 out of 5(649)
292,Fashion Men Shoes Sneakers Sport Shoes Casual Shoes Outdoor Shoes Running Shoes,"KSh 1,159 - KSh 1,199","KSh 2,025",43%,3.1 out of 5,3.1 out of 5(92)
293,In-Ear Wireless Touch Bluetooth Earphones Sport Headsets With Noise Reduction,KSh 799,"KSh 1,199",33%,3.9 out of 5,3.9 out of 5(7)
294,Roch REK-820-D Electric Kettle - 2L - 1500W - Silver,KSh 879,KSh 999,12%,4.3 out of 5,4.3 out of 5(29)
295,Fashion Men's Color Stitching Polos Shirts Round Neck Short Sleeve T-shirt Business,KSh 820,"KSh 1,378",40%,3.1 out of 5,3.1 out of 5(49)
296,Fashion Men's Formal Casual Shoes - Brown,"KSh 1,300","KSh 1,985",35%,4.2 out of 5,4.2 out of 5(46)
297,The Ordinary Glycolic Acid 7% Toning Solution,KSh 895,"KSh 1,300",31%,4.3 out of 5,4.3 out of 5(56)
298,Fashion Men's Shoes Canvas Loafers Classic Men's Casual Loafers Slip-On Shoes,KSh 899,"KSh 1,774",49%,4.2 out of 5,4.2 out of 5(67)
299,"BM007, Bluetooth 5.2/3.0 And 2.4G Three Modes Wireless RGB Mouse - Black",KSh 550,KSh 960,43%,4.5 out of 5,4.5 out of 5(338)
300,Ushindi Ushindi Multi Purpose Bar Soap - 1kg,KSh 192,KSh 250,23%,4.7 out of 5,4.7 out of 5(117)
301,L'Oréal Paris Revitalift Filler Anti-wrinkle Serum,"KSh 2,250","KSh 3,000",25%,4.5 out of 5,4.5 out of 5(68)
302,Fashion 2 In 1 Men T-shirts Men Shorts Men Suits Pants,KSh 999,"KSh 1,798",44%,3.2 out of 5,3.2 out of 5(11)
303,Fashion Shoulder Bags PU Leather Crocodile Pattern Printing Female Casual Women Handbags,KSh 819,KSh 899,9%,3.7 out of 5,3.7 out of 5(36)
304,Knife Sharpeners Kitchen Sharpener  Three  Stages,KSh 449,KSh 700,36%,3.8 out of 5,3.8 out of 5(89)
305,Maybelline SuperStay 30H Active Wear Foundation- 65 Coconut,"KSh 2,400",,,4 out of 5,4 out of 5(91)
306,Bathroom Corner Shelf -Black,KSh 889,"KSh 1,500",41%,4 out of 5,4 out of 5(84)
307,Men's Chest Bags Waterproof Casual Waist Bags Short Trip Travel Carry Bag,KSh 549,KSh 710,23%,4.1 out of 5,4.1 out of 5(29)
308,Ceriotti Super GEK 3000 Blow Dry Hair Dryer - Black.,"KSh 1,830","KSh 2,600",30%,4 out of 5,4 out of 5(714)
309,Maybelline Fit Me Matte And Poreless Foundation 30 Ml - 350 CARAMEL,"KSh 1,275","KSh 1,700",25%,4.3 out of 5,4.3 out of 5(456)
310,Fashion Soft Makeup Sponge Powder Puff Cosmetic Puff 2 Pcs,KSh 259,KSh 400,35%,4.4 out of 5,4.4 out of 5(30)
311,Advance Metalic Quality 64GB/ 32GB / 16GB /  8GB / 4GB / 2GB Flash Disk,KSh 420 - KSh 700,"KSh 800 - KSh 1,400",50%,4.2 out of 5,4.2 out of 5(26)
312,"Oraimo Smartwatch Lite  1.69'' TFT With Call & Message Reminder, 61 Sport Modes-Black","KSh 3,699","KSh 4,500",18%,4.4 out of 5,4.4 out of 5(51)
313,Maybelline Superstay Matte Ink Lipstick 50 Voyager,"KSh 1,840","KSh 2,300",20%,4.4 out of 5,4.4 out of 5(983)
314,Fashion 14Pcs Boho Vintage Ring Set Silver Rings Crystal Finger Rings Set Jewelry,KSh 300,,,4 out of 5,4 out of 5(41)
315,LA Girl USA Face Infinity Primer & Pro Setting Spray,KSh 383,KSh 500,23%,4.3 out of 5,4.3 out of 5(68)
316,Cerave  SA (Salicylic Acid) Smoothing Cleanser - 236ml,KSh 887,,,4.2 out of 5,4.2 out of 5(18)
317,Fashion Men's Canvas Shoes Casual Shoes Khaki,"KSh 1,299","KSh 1,880",31%,4.3 out of 5,4.3 out of 5(26)
318,Eurochef Table Top Stainless Steel 2 Burner Gas Cooker Plus 6kg Regulator And Pipe,"KSh 2,480",,,4.3 out of 5,4.3 out of 5(35)
319,Foldable Automatic Water Dispenser Pump Rechargeable Wireless Water Pump,KSh 779,"KSh 1,233",37%,4.7 out of 5,4.7 out of 5(13)
320,Bluetooth Earphone  Headset For Android & IOS,KSh 722,"KSh 1,300",44%,4.1 out of 5,4.1 out of 5(8)
321,"Back Stretcher For Low Back Pain Relief Back Massager Neck Stretcher Multi-Level Lumbar Support Stretcher Spinal, Lower And Upper Muscle Pain Relief",KSh 999,"KSh 1,800",45%,4 out of 5,4 out of 5(3)
322,Adidas Adilette Shower Slides Unisex,"KSh 2,760","KSh 4,600",40%,5 out of 5,5 out of 5(4)
323,Fashion Women's Sexy Thongs G-string Underwear Seamless Invisible Panties 3pcs,KSh 650,"KSh 1,044",38%,4.5 out of 5,4.5 out of 5(15)
324,"Fashion monkey Backpack 3 in 1 suitable for school ,leather material ,easy to clean ,inner bags can be used for fancy clutch bags, quality assured and it unique","KSh 2,700",,,4.4 out of 5,4.4 out of 5(32)
325,Safety Boots Shoes,"KSh 2,450","KSh 2,900",16%,5 out of 5,5 out of 5(2)
326,Fashion Women Sweet Faux Pearl Rhinestone Snowflake Ear Stud-Gold,KSh 175,KSh 350,50%,3.1 out of 5,3.1 out of 5(8)
327,Solarmax SOLAR MAX BATTERY 80ah/10hrs,"KSh 4,990",,,4.8 out of 5,4.8 out of 5(4)
328,Waist Trainer Body Shaper Slimming Belt Tummy Trimmer Women High Waist Postpartum Slimming Shapeawear Corset Tummy Control,KSh 849,"KSh 1,499",43%,4.5 out of 5,4.5 out of 5(4)
329,Fashion Ladies Slides Sandals,KSh 999,"KSh 1,800",45%,3.3 out of 5,3.3 out of 5(4)
330,207 Pieces Cake Decorating Tool Set Baking Supplies,"KSh 2,699","KSh 3,912",31%,4.3 out of 5,4.3 out of 5(9)
331,R100 Wireless Bluetooth Speaker With LED Light,"KSh 1,495","KSh 1,800",17%,3 out of 5,3 out of 5(2)
332,Griffaton RED CABBAGE RUBY BALL 10GM,KSh 300,KSh 400,25%,4 out of 5,4 out of 5(3)
333,E'YEARN Six Soothing Organic Moisturizing Korean Facial Sheet Masks,KSh 599,"KSh 1,050",43%,4.1 out of 5,4.1 out of 5(7)
334,Fashion Pure Cotton New Born Baby Vest-6pcsm 0-3 Months.,KSh 700,,,4.1 out of 5,4.1 out of 5(19)
335,Wall Bracket For 32 Inch,KSh 999,,,5 out of 5,5 out of 5(1)
336,"Bluetooth Wireless Earpods + Free Watch , Tripod Stand","KSh 1,550","KSh 2,380",35%,2.3 out of 5,2.3 out of 5(4)
337,Body Sculpture 2 PIECES DUMBBELL GYMWEIGHT VINYL SHAPE - 5KG EACH,"KSh 4,085","KSh 7,000",42%,,
338,Fashion Style MEN DENIM JEANS SLIM FIT NON FADE JEANS,"KSh 2,300",,,5 out of 5,5 out of 5(4)
339,Zoe Apple Shampoo,KSh 115 - KSh 235,,,4.8 out of 5,4.8 out of 5(9)
340,Tineke Eyebrow Shaper Facial Hairs Razor 3pcs,KSh 194,KSh 250,22%,5 out of 5,5 out of 5(2)
341,Ramtons RM/561- HOT & NORMAL FREE STANDING WATER DISPENSER,"KSh 11,200",,,3.3 out of 5,3.3 out of 5(3)
342,Power King Heavy  Duty 5 Way Power Socket Extension + GIFTS,"KSh 1,980","KSh 2,100",6%,3.5 out of 5,3.5 out of 5(8)
343,Fashion 2PCS/set Couple Magnetic ECG Heartbeat Pendant Necklace,KSh 222,KSh 280,21%,3.1 out of 5,3.1 out of 5(11)
344,Xiaomi Redmi Note 12 4G Case Butterfly Soft Phone Back Cover,KSh 333,KSh 501,34%,5 out of 5,5 out of 5(6)
345,Fashion Slim Fit Black Office Wear Turkey Official Trousers For Men,"KSh 1,899",,,5 out of 5,5 out of 5(4)
346,SQ LS 980 Fixed Wireless Desktop Telephone (DUAL SIM),"KSh 4,290","KSh 5,000",14%,4 out of 5,4 out of 5(4)
347,Fashion Laundry Bag Fine Mesh 6pcs,KSh 895,"KSh 1,600",44%,4.4 out of 5,4.4 out of 5(10)
348,Power King 5-Way Power Extension Cable Plus Free Tv Guard,"KSh 1,300","KSh 2,000",35%,4 out of 5,4 out of 5(6)
349,Fashion New Fast And Furious Cross Pendant Chain Necklace - Silver,KSh 400,KSh 560,29%,3.8 out of 5,3.8 out of 5(8)
350,Power King Two 5 Way Heavy Duty Power Extension With Switch.,"KSh 1,300","KSh 2,000",35%,4.2 out of 5,4.2 out of 5(19)
351,Reusable Ziplock Fridge Bag's- 25pcs,KSh 849 - KSh 949,"KSh 1,200 - KSh 1,800",47%,4.3 out of 5,4.3 out of 5(7)
352,Valon Valon Lotion Body Milk 200ml,KSh 124,KSh 138,10%,5 out of 5,5 out of 5(6)
353,"Infinix Smart 7 HD, Disp 6.6""// 64GB ROM + 2+2GB RAM// 5000mAh//Ksly+FREESW+O+BT -Black","KSh 12,999","KSh 20,999",38%,4.3 out of 5,4.3 out of 5(10)
354,Fashion 2pcs Non-Pierced Clip On Men Stud Earrings,KSh 299,KSh 350,15%,4.3 out of 5,4.3 out of 5(19)
355,Morphe EASY CONTOUR & HIGHLIGHT WONDER STICK,KSh 399,KSh 450,11%,2.3 out of 5,2.3 out of 5(4)
356,Fashion Stylish Ladies Leather Sandals,"KSh 870 - KSh 1,149","KSh 1,299 - KSh 1,499",33%,4 out of 5,4 out of 5(4)
357,12PcsPack Christmas Bows Christmas Tree Bow Decoration Golden,KSh 94,KSh 188,50%,3.5 out of 5,3.5 out of 5(2)
358,Nonstick Cookware14pc  Heavy Duty Sufurias With Lids,"KSh 7,500","KSh 10,500",29%,4.3 out of 5,4.3 out of 5(19)
359,Poco M4 Pro 6GB + 128GB 64MP 5000mAh 4G NFC Smartphone - Cool Blue,"KSh 29,999","KSh 35,999",17%,4.6 out of 5,4.6 out of 5(61)
360,Nunix Blender 2 In 1 Grinding Machine With Durable Motor 1.5Liter,"KSh 2,440","KSh 4,800",49%,4.2 out of 5,4.2 out of 5(24)
361,Bluetooth 5.1 Wireless Headphones Bluetooth Earphones 50Hrs Playtime Wireless Earbuds,KSh 799,"KSh 1,266",37%,3.2 out of 5,3.2 out of 5(5)
362,"Infinix Hot 40i, 6.56"",4GB RAM,128GB, Android 13,5000mAh,, 4G -Starlit Black","KSh 16,999","KSh 22,999",26%,4.2 out of 5,4.2 out of 5(107)
363,Phelistar Digital TV Aerial Antenna,KSh 590,KSh 900,34%,4 out of 5,4 out of 5(130)
364,Fashion 13pcs Makeup Brushes Set Eye Makeup Brushes Dark Green,KSh 399,KSh 600,34%,4.2 out of 5,4.2 out of 5(136)
365,Fashion Unique Classic Men Laced Up Casual Canvas Sneaker Shoes- Brown,KSh 799,KSh 900,11%,3.7 out of 5,3.7 out of 5(20)
366,Amaze TV Guard With Free Fridge Guard And Extension,"KSh 1,340","KSh 2,000",33%,4.2 out of 5,4.2 out of 5(268)
367,Fashion Highwaist Soft Cotton Stretch Ladies Tight,KSh 473,KSh 600,21%,4.1 out of 5,4.1 out of 5(33)
368,Superfoam Morning Glory Heavy Duty Quilted Mattress - Grey,"KSh 8,421 - KSh 16,842",,,4.5 out of 5,4.5 out of 5(88)
369,Fashion 6Pcs Men Soft Spandex Brief Men's Boxers – Waist 29-35inc,KSh 699,,,3.9 out of 5,3.9 out of 5(34)
370,Fashion Mens Casual Classic Business Quartz Calendar Wrist Watches Men,KSh 690,"KSh 1,137",39%,3.7 out of 5,3.7 out of 5(59)
371,Fashion Women Grown Elegant Floral Print V-neck Dress Ladies Clothes,KSh 900,"KSh 1,435",37%,3.8 out of 5,3.8 out of 5(41)
372,Power King Heavy Duty 4-Way Extension Cable,KSh 420,KSh 700,40%,3.9 out of 5,3.9 out of 5(114)
373,Fashion Manicure Nail Clippers Kit Pedicure Set Nail 12Pcs,KSh 509,KSh 800,36%,4.3 out of 5,4.3 out of 5(84)
374,Fashion 2024 Mens British High Boots Running Sneakers - Noir,"KSh 1,790","KSh 2,671 - KSh 3,442",48%,4 out of 5,4 out of 5(77)
375,Fashion Women Earring Set - 9 Pair,KSh 450,KSh 900,50%,3.9 out of 5,3.9 out of 5(112)
376,"Stand, Laptop Holder Riser Computer Stand, Adjustable Aluminum Foldable Portable Notebook Stand",KSh 635,"KSh 1,250",49%,4.6 out of 5,4.6 out of 5(202)
377,RGB Led Flexible Strip Snake Light Kit With Controller,KSh 795,,,3.8 out of 5,3.8 out of 5(39)
378,Qwen Wireless Mouse Rechargeable Slient Mouse 2.4GHz,KSh 699,KSh 800,13%,4.5 out of 5,4.5 out of 5(499)
379,The Ordinary Glycolic Acid 7% Toning Solution,KSh 895,"KSh 1,300",31%,4.1 out of 5,4.1 out of 5(12)
380,"Vitron HTC3200S,32"" Inch Frameless Smart Android TV, Inbuilt Decoder Netflix, Appstore","KSh 15,495","KSh 18,000",14%,4.2 out of 5,4.2 out of 5(514)
381,Velvex Eco-Friendly Kitchen Towel Twin Pack,KSh 196,KSh 230,15%,3.9 out of 5,3.9 out of 5(10)
382,Cerave Original AM Facial Moisturizing Lotion With SPF 30,"KSh 1,170","KSh 2,000",42%,4.2 out of 5,4.2 out of 5(17)
383,Garnier Tissue Masks Assorted Kit - Buy 4 Get 2 Free,"KSh 1,400","KSh 2,100",33%,4.5 out of 5,4.5 out of 5(57)
384,"Freeyond F9,4GB+64GB,6.52"" 4G Smartphone,13.0MP 5000mAh, Dual SIM Android Phones,Grey","KSh 12,400","KSh 20,950",41%,4.5 out of 5,4.5 out of 5(59)
385,L'Oreal GLYCOLIC BRIGHT INSTANT GLOWING SERUM 30ML,"KSh 1,840","KSh 2,300",20%,4.9 out of 5,4.9 out of 5(24)
386,Fashion Scarf Plaid Chain Handbag Women Shoulder Bag Large Capacity Lady Tote Zipper,KSh 799,,,3.5 out of 5,3.5 out of 5(33)
